violation_id,city_sk,location_sk,driver_sk,vehicle_sk,time_key,violation_date,violation_time,violation_type,fine_amount,severity,accident_involved,road_type,average_speed,weather_condition,lane_affected,department_status,age_group,time_period,offender_type
V20240718001116,59,930,999,1037,200,2024-07-18,12:27:45,Mobile Usage,1700,Medium,No,State Highway,68,Clear,Multiple Lanes,Active,56-65,Mid Day,First Time
V20240202001117,65,109,1000,1038,33,2024-02-02,12:12:18,Overspeeding,1300,High,No,City Road,38,Cloudy,Lane 2,Dispatched,65+,Mid Day,Habitual
V20240930001118,76,931,1001,351,274,2024-09-30,09:15:52,Signal Jumping,700,Medium,No,State Highway,63,Clear,Multiple Lanes,Notified,18-25,Morning Peak,First Time
V20240627001119,30,287,985,1039,179,2024-06-27,00:25:08,Wrong Side Driving,1300,High,No,State Highway,78,Foggy,Multiple Lanes,Dispatched,18-25,Late Night,Repeat
V20250720001120,8,932,1002,1040,567,2025-07-20,13:01:55,Overspeeding,1600,Medium,No,City Road,78,Clear,Lane 3,Notified,36-45,Mid Day,Repeat
V20240416001121,91,933,234,1041,107,2024-04-16,07:19:44,No Helmet,800,Medium,No,City Road,41,Clear,Lane 1,Active,26-35,Early Morning,Repeat
V20241112001122,105,934,524,1042,317,2024-11-12,08:52:43,Wrong Parking,400,Low,No,National Highway,96,Cloudy,Lane 1,Active,26-35,Morning Peak,First Time
V20240524001123,45,935,1003,1043,145,2024-05-24,07:18:23,Mobile Usage,5000,Medium,No,Expressway,102,Clear,Lane 2,Under Review,46-55,Early Morning,First Time
V20241209001124,32,714,1004,1044,344,2024-12-09,16:36:10,No License,3200,High,No,City Road,26,Stormy,Lane 3,Notified,65+,Mid Day,First Time
V20250323001125,25,936,1005,1045,448,2025-03-23,17:29:13,Wrong Parking,400,Low,No,State Highway,53,Cloudy,Lane 1,Dispatched,26-35,Evening Peak,First Time
V20240715001126,72,937,1006,1046,197,2024-07-15,10:35:50,No Helmet,800,Medium,No,State Highway,50,Clear,Lane 1,Dispatched,18-25,Morning Peak,Repeat
V20251112001127,103,669,1007,667,682,2025-11-12,19:55:19,Overspeeding,1200,High,No,Local Street,48,Cloudy,Lane 1,Dispatched,46-55,Evening Peak,First Time
V20250515001128,54,938,1008,1047,501,2025-05-15,14:40:39,No Helmet,500,Medium,No,City Road,27,Clear,Multiple Lanes,Notified,18-25,Mid Day,Repeat
V20240726001129,67,939,375,1048,208,2024-07-26,06:55:31,No Seatbelt,500,Medium,No,State Highway,62,Cloudy,Lane 1,Active,18-25,Early Morning,Habitual
V20241116001130,2,940,1009,1049,321,2024-11-16,17:15:54,No Helmet,500,Medium,No,State Highway,73,Clear,Lane 1,Active,18-25,Evening Peak,Repeat
V20250529001131,94,376,1010,1050,515,2025-05-29,10:58:05,No Helmet,800,Medium,No,City Road,39,Foggy,Lane 3,Active,26-35,Morning Peak,First Time
V20250921001132,63,614,1011,1051,630,2025-09-21,14:33:54,Wrong Parking,400,Low,No,Local Street,19,Foggy,Lane 3,Notified,18-25,Mid Day,Repeat
V20240319001133,10,941,1012,1052,79,2024-03-19,14:12:32,No Seatbelt,700,Low,No,City Road,40,Clear,Lane 2,Active,46-55,Mid Day,First Time
V20251012001134,52,942,1013,920,651,2025-10-12,07:37:05,No Helmet,1000,Medium,Yes,State Highway,51,Clear,Lane 2,Active,18-25,Early Morning,First Time
V20250527001135,90,943,1014,1053,513,2025-05-27,23:02:08,Overspeeding,900,Medium,No,City Road,33,Rainy,Lane 1,Dispatched,18-25,Late Night,Repeat
V20251113001136,51,944,1015,138,683,2025-11-13,02:17:21,Dangerous Driving,3700,Critical,No,National Highway,89,Cloudy,Lane 2,Active,65+,Late Night,Habitual
V20240523001137,83,945,1016,1054,144,2024-05-23,17:38:03,No License,4100,High,No,Local Street,29,Clear,Multiple Lanes,Active,56-65,Evening Peak,First Time
V20250201001138,87,843,1017,1055,398,2025-02-01,20:11:28,No Helmet,800,Medium,No,Local Street,18,Cloudy,Shoulder,Active,46-55,Evening,First Time
V20251130001139,75,946,1018,1056,700,2025-11-30,10:24:20,Overspeeding,800,Medium,No,City Road,82,Cloudy,Lane 2,Active,26-35,Morning Peak,Habitual
V20240330001140,102,237,751,1057,90,2024-03-30,09:07:32,Dangerous Driving,3500,High,No,Expressway,110,Cloudy,Lane 2,Dispatched,46-55,Morning Peak,First Time
V20251202001141,57,859,1019,1058,702,2025-12-02,02:46:08,Wrong Parking,400,Low,No,Local Street,32,Cloudy,Lane 2,Active,46-55,Late Night,Repeat
V20240123001142,56,947,1020,1059,23,2024-01-23,23:53:48,Drunk Driving,2500,Critical,No,State Highway,55,Clear,Lane 2,Notified,36-45,Late Night,Repeat
V20240326001143,81,948,1021,424,86,2024-03-26,15:23:12,Red Light Violation,700,Medium,No,State Highway,67,Cloudy,Lane 2,Notified,46-55,Mid Day,Habitual
V20250524001144,46,627,1022,1060,510,2025-05-24,08:37:25,Wrong Parking,300,Low,No,City Road,40,Cloudy,Lane 2,Active,26-35,Morning Peak,Repeat
V20250706001145,11,949,406,1061,553,2025-07-06,10:12:05,Wrong Parking,300,Low,No,Expressway,118,Clear,Lane 3,Dispatched,26-35,Morning Peak,First Time
V20251208001146,11,736,1023,1062,708,2025-12-08,11:23:09,Signal Jumping,700,Medium,No,Local Street,31,Cloudy,Lane 1,Dispatched,18-25,Mid Day,First Time
V20240920001147,106,950,1024,1063,264,2024-09-20,15:02:02,Mobile Usage,1500,High,No,Local Street,31,Cloudy,Lane 1,Dispatched,46-55,Mid Day,Repeat
V20240713001148,70,298,1025,1064,195,2024-07-13,15:40:59,No Helmet,800,Medium,No,City Road,43,Clear,Lane 2,Dispatched,26-35,Mid Day,Habitual
V20240413001149,92,951,1026,1065,104,2024-04-13,03:11:01,Wrong Parking,400,Low,No,State Highway,66,Foggy,Multiple Lanes,Active,26-35,Late Night,Repeat
V20241012001150,45,952,1027,1066,286,2024-10-12,03:27:14,Overspeeding,1400,High,No,City Road,77,Clear,Lane 3,Active,18-25,Late Night,First Time
V20240807001151,22,953,1028,1067,220,2024-08-07,11:33:16,Wrong Parking,300,Low,No,State Highway,55,Clear,Lane 1,Active,18-25,Mid Day,First Time
V20240305001152,79,954,1029,1068,65,2024-03-05,07:44:27,Signal Jumping,800,Medium,No,National Highway,98,Clear,Shoulder,Active,18-25,Early Morning,First Time
V20240709001153,52,955,1030,1069,191,2024-07-09,09:13:26,Overspeeding,1700,High,No,City Road,44,Rainy,Lane 2,Under Review,26-35,Morning Peak,First Time
V20250814001154,6,47,1031,1070,592,2025-08-14,07:12:46,Wrong Side Driving,1200,High,No,State Highway,74,Clear,Multiple Lanes,Notified,18-25,Early Morning,Repeat
V20251024001155,102,476,537,1071,663,2025-10-24,18:48:32,No Helmet,700,Medium,No,State Highway,68,Rainy,Lane 2,Dispatched,56-65,Evening Peak,Repeat
V20240709001156,70,956,1032,1072,191,2024-07-09,19:51:19,Red Light Violation,600,Medium,No,City Road,53,Foggy,Lane 1,Notified,46-55,Evening Peak,Repeat
V20240526001157,6,879,1033,1005,147,2024-05-26,07:51:35,No License,2000,High,No,City Road,27,Clear,Lane 3,Under Review,26-35,Early Morning,Repeat
V20251017001158,104,957,1034,1073,656,2025-10-17,17:52:37,Drunk Driving,6400,High,No,National Highway,94,Cloudy,Lane 2,Dispatched,18-25,Evening Peak,First Time
V20241105001159,39,958,1035,843,310,2024-11-05,09:10:42,Signal Jumping,700,Medium,No,City Road,29,Foggy,Multiple Lanes,Notified,26-35,Morning Peak,Habitual
V20250220001160,84,466,1036,1074,417,2025-02-20,22:57:15,No Helmet,700,Medium,Yes,National Highway,91,Cloudy,Lane 1,Active,26-35,Evening,First Time
V20251023001161,18,959,1037,1075,662,2025-10-23,20:40:00,Overspeeding,900,High,No,City Road,70,Rainy,Lane 1,Dispatched,65+,Evening,First Time
V20240506001162,57,960,1038,1076,127,2024-05-06,11:13:28,Drunk Driving,5500,High,No,Local Street,35,Clear,Multiple Lanes,Active,26-35,Mid Day,Habitual
V20241126001163,28,961,1039,1077,331,2024-11-26,11:14:12,No License,4000,High,No,Local Street,21,Clear,Shoulder,Active,18-25,Mid Day,First Time
V20241215001164,9,962,1040,1078,350,2024-12-15,17:59:43,No Helmet,700,Medium,No,City Road,28,Clear,Lane 1,Notified,26-35,Evening Peak,Repeat
V20240225001165,32,760,1041,1079,56,2024-02-25,14:15:13,Wrong Side Driving,1900,High,No,Expressway,88,Clear,Lane 3,Under Review,26-35,Mid Day,Habitual
V20240604001166,31,73,1042,1080,156,2024-06-04,14:31:21,Triple Riding,900,Medium,No,City Road,32,Cloudy,Lane 2,Dispatched,56-65,Mid Day,First Time
V20240128001167,31,963,1043,1081,28,2024-01-28,10:20:08,Mobile Usage,2300,High,No,Expressway,88,Clear,Lane 3,Under Review,18-25,Morning Peak,First Time
V20250117001168,91,130,1044,1082,383,2025-01-17,18:20:30,Overspeeding,800,High,No,National Highway,123,Rainy,Lane 1,Dispatched,65+,Evening Peak,First Time
V20240603001169,19,26,1045,1083,155,2024-06-03,22:58:23,No Seatbelt,800,Medium,No,Local Street,18,Rainy,Lane 1,Under Review,56-65,Evening,Habitual
V20251103001170,110,964,1046,1084,673,2025-11-03,10:01:44,No Helmet,600,Medium,Yes,Local Street,30,Clear,Lane 1,Dispatched,26-35,Morning Peak,First Time
V20250921001171,30,862,1047,1085,630,2025-09-21,23:18:59,Drunk Driving,7900,High,No,Expressway,95,Clear,Lane 1,Notified,26-35,Late Night,Repeat
V20240401001172,69,965,1048,1086,92,2024-04-01,19:45:53,Dangerous Driving,1400,Critical,No,Expressway,78,Rainy,Multiple Lanes,Under Review,26-35,Evening Peak,Repeat
V20240429001173,38,966,1049,1087,120,2024-04-29,08:41:50,Overspeeding,1700,High,No,State Highway,84,Clear,Lane 1,Under Review,36-45,Morning Peak,Repeat
V20251230001174,75,967,1050,1088,730,2025-12-30,09:22:31,No Helmet,700,Medium,No,State Highway,80,Clear,Lane 3,Dispatched,18-25,Morning Peak,Repeat
V20251014001175,109,968,1051,1007,653,2025-10-14,20:37:01,No Helmet,600,Medium,No,State Highway,69,Clear,Lane 1,Active,26-35,Evening,First Time
V20240724001176,68,969,1052,1089,206,2024-07-24,17:17:42,Overspeeding,1800,Medium,No,City Road,72,Foggy,Lane 3,Dispatched,26-35,Evening Peak,Repeat
V20240318001177,17,914,1053,1090,78,2024-03-18,09:23:41,Wrong Side Driving,800,High,No,National Highway,89,Clear,Shoulder,Active,18-25,Morning Peak,Repeat
V20241211001178,54,970,1054,1091,346,2024-12-11,17:40:12,Wrong Parking,300,Low,No,City Road,52,Clear,Lane 3,Dispatched,36-45,Evening Peak,First Time
V20250619001179,25,971,1055,1092,536,2025-06-19,09:44:53,Overspeeding,1800,Medium,No,State Highway,108,Foggy,Multiple Lanes,Active,26-35,Morning Peak,Repeat
V20250314001180,94,358,601,1093,439,2025-03-14,20:36:29,Signal Jumping,800,Medium,No,Local Street,17,Rainy,Lane 3,Active,46-55,Evening,First Time
V20241208001181,93,654,1056,1094,343,2024-12-08,03:48:42,No Helmet,700,Medium,No,City Road,38,Rainy,Lane 2,Dispatched,36-45,Late Night,First Time
V20241115001182,68,972,1057,1095,320,2024-11-15,10:52:14,No Seatbelt,800,Medium,No,National Highway,71,Stormy,Lane 1,Under Review,36-45,Morning Peak,First Time
V20250907001183,55,973,1058,1096,616,2025-09-07,10:31:53,Wrong Parking,300,Low,Yes,Local Street,34,Clear,Lane 2,Under Review,18-25,Morning Peak,First Time
V20251231001184,60,974,1059,1097,731,2025-12-31,12:53:04,No Helmet,600,Medium,No,State Highway,60,Clear,Lane 3,Dispatched,36-45,Mid Day,First Time
V20240524001185,17,975,747,1098,145,2024-05-24,21:12:36,Mobile Usage,4600,Medium,No,Expressway,106,Clear,Lane 3,Active,26-35,Evening,First Time
V20241023001186,83,976,1060,1099,297,2024-10-23,12:17:35,No Seatbelt,800,Low,No,Local Street,40,Rainy,Lane 2,Under Review,26-35,Mid Day,First Time
V20241021001187,62,906,1061,1100,295,2024-10-21,12:09:20,Signal Jumping,800,Medium,No,State Highway,76,Foggy,Multiple Lanes,Active,46-55,Mid Day,First Time
V20250606001188,74,977,1062,1101,523,2025-06-06,20:04:47,Triple Riding,1000,Medium,No,Expressway,87,Clear,Lane 3,Dispatched,18-25,Evening,Repeat
V20240322001189,101,978,1063,1102,82,2024-03-22,13:15:35,No Seatbelt,900,Low,No,City Road,29,Clear,Lane 2,Dispatched,26-35,Mid Day,First Time
V20250825001190,14,979,479,1103,603,2025-08-25,06:32:30,No Seatbelt,700,Medium,No,National Highway,92,Foggy,Lane 1,Active,56-65,Early Morning,Repeat
V20251016001191,99,980,1064,1104,655,2025-10-16,11:25:48,Overspeeding,1200,High,No,Local Street,38,Rainy,Lane 1,Dispatched,26-35,Mid Day,First Time
V20241129001192,43,981,1065,1105,334,2024-11-29,02:42:55,Wrong Parking,500,Low,No,Local Street,31,Cloudy,Shoulder,Active,18-25,Late Night,Habitual
V20240727001193,93,982,1066,1106,209,2024-07-27,09:26:26,Mobile Usage,1900,High,No,Local Street,30,Clear,Lane 2,Dispatched,46-55,Morning Peak,First Time
V20241108001194,59,983,1067,1107,313,2024-11-08,16:48:25,Overspeeding,1500,Medium,No,State Highway,93,Cloudy,Multiple Lanes,Active,36-45,Mid Day,Habitual
V20250730001195,67,683,1068,1108,577,2025-07-30,18:09:35,No Seatbelt,600,Medium,No,City Road,42,Clear,Shoulder,Active,26-35,Evening Peak,First Time
V20250606001196,82,984,1069,1109,523,2025-06-06,17:29:30,Overspeeding,500,Medium,No,City Road,45,Clear,Lane 1,Under Review,36-45,Evening Peak,First Time
V20250811001197,2,985,952,1110,589,2025-08-11,13:46:52,Mobile Usage,1900,High,No,Expressway,115,Foggy,Lane 1,Active,26-35,Mid Day,First Time
V20250903001198,41,986,1070,1111,612,2025-09-03,08:48:01,No License,4400,High,No,National Highway,87,Clear,Multiple Lanes,Dispatched,18-25,Morning Peak,First Time
V20250516001199,27,987,1071,1112,502,2025-05-16,21:24:58,No Helmet,900,Medium,No,City Road,38,Clear,Lane 2,Active,46-55,Evening,First Time
V20251012001200,3,988,1072,1113,651,2025-10-12,19:28:27,Signal Jumping,700,Medium,No,State Highway,58,Cloudy,Lane 1,Under Review,65+,Evening Peak,Repeat
V20251221001201,107,989,1073,1001,721,2025-12-21,19:46:23,Wrong Parking,200,Low,No,City Road,39,Cloudy,Multiple Lanes,Active,26-35,Evening Peak,First Time
V20250603001202,33,990,542,1114,520,2025-06-03,19:25:59,Mobile Usage,2900,Medium,No,Expressway,78,Cloudy,Lane 1,Dispatched,46-55,Evening Peak,First Time
V20240107001203,18,991,1074,1115,7,2024-01-07,10:26:21,Red Light Violation,600,Medium,No,City Road,30,Foggy,Shoulder,Notified,18-25,Morning Peak,First Time
V20250930001204,109,888,1075,1116,639,2025-09-30,09:31:39,Signal Jumping,600,Medium,No,Expressway,80,Clear,Lane 3,Active,18-25,Morning Peak,Repeat
V20250423001205,82,825,1076,1117,479,2025-04-23,18:30:41,Mobile Usage,4400,High,No,City Road,47,Cloudy,Lane 1,Active,36-45,Evening Peak,Repeat
V20250201001206,10,992,1077,249,398,2025-02-01,11:51:27,No License,4100,High,No,City Road,48,Foggy,Shoulder,Notified,36-45,Mid Day,Repeat
V20250322001207,11,993,1078,1118,447,2025-03-22,16:48:35,No Seatbelt,1000,Low,No,City Road,29,Cloudy,Lane 2,Notified,18-25,Mid Day,Repeat
V20240605001208,87,121,1079,785,157,2024-06-05,08:47:32,No Seatbelt,600,Low,No,National Highway,77,Rainy,Multiple Lanes,Under Review,46-55,Morning Peak,Repeat
V20250813001209,110,425,1080,1119,591,2025-08-13,16:46:39,Wrong Side Driving,2000,High,No,National Highway,69,Clear,Shoulder,Notified,18-25,Mid Day,First Time
V20240920001210,42,554,1081,1120,264,2024-09-20,13:00:50,Wrong Parking,500,Low,No,State Highway,77,Clear,Multiple Lanes,Active,36-45,Mid Day,First Time
V20250717001211,25,502,1082,1121,564,2025-07-17,13:51:38,Drunk Driving,7900,High,No,Local Street,26,Clear,Lane 1,Under Review,18-25,Mid Day,Repeat
V20240302001212,39,994,1083,423,62,2024-03-02,19:07:04,Overspeeding,1100,High,No,City Road,63,Clear,Lane 2,Dispatched,46-55,Evening Peak,First Time
V20250705001213,1,995,637,1122,552,2025-07-05,15:37:06,Signal Jumping,800,Medium,No,Expressway,91,Clear,Lane 2,Dispatched,18-25,Mid Day,Repeat
V20250327001214,76,996,1084,1123,452,2025-03-27,07:38:57,Signal Jumping,800,Medium,No,Local Street,15,Clear,Lane 1,Active,26-35,Early Morning,First Time
V20250611001215,51,997,1085,1124,528,2025-06-11,09:47:36,Mobile Usage,4100,Medium,No,City Road,34,Cloudy,Multiple Lanes,Under Review,36-45,Morning Peak,Repeat
V20250328001216,69,998,1086,1125,453,2025-03-28,10:03:14,Overspeeding,1100,Medium,No,City Road,47,Clear,Multiple Lanes,Dispatched,46-55,Morning Peak,Repeat
V20250428001217,23,999,1087,1126,484,2025-04-28,16:36:30,Overspeeding,1100,High,Yes,National Highway,118,Clear,Lane 1,Active,36-45,Mid Day,First Time
V20250728001218,66,1000,1003,178,575,2025-07-28,17:28:43,Overspeeding,1600,High,No,National Highway,149,Clear,Lane 2,Dispatched,26-35,Evening Peak,First Time
V20250825001219,109,296,1088,1127,603,2025-08-25,10:50:01,Overspeeding,600,High,No,City Road,63,Clear,Lane 2,Active,18-25,Morning Peak,First Time
V20250213001220,11,1001,849,1128,410,2025-02-13,18:10:17,Mobile Usage,1700,Medium,No,State Highway,66,Rainy,Multiple Lanes,Active,36-45,Evening Peak,First Time
V20251128001221,82,494,1089,1129,698,2025-11-28,17:24:50,Mobile Usage,2700,Medium,No,National Highway,74,Cloudy,Lane 1,Active,26-35,Evening Peak,First Time
V20250720001222,3,1002,1090,1130,567,2025-07-20,20:35:10,Drunk Driving,8100,High,No,Local Street,16,Clear,Lane 1,Active,18-25,Evening,First Time
V20250508001223,5,989,1091,1131,494,2025-05-08,10:45:29,Wrong Parking,400,Low,No,State Highway,71,Clear,Multiple Lanes,Under Review,36-45,Morning Peak,First Time
V20251220001224,30,846,1092,1132,720,2025-12-20,11:10:03,Signal Jumping,700,Medium,No,National Highway,65,Rainy,Lane 1,Active,36-45,Mid Day,First Time
V20241115001225,46,1003,265,1133,320,2024-11-15,02:35:15,Overspeeding,1500,High,No,Expressway,154,Clear,Lane 3,Active,36-45,Late Night,Repeat
V20240114001226,13,1004,1093,1134,14,2024-01-14,14:56:37,Overspeeding,700,Medium,No,State Highway,115,Clear,Multiple Lanes,Active,18-25,Mid Day,Habitual
V20240616001227,98,1005,1094,1135,168,2024-06-16,09:24:34,Overspeeding,600,High,No,City Road,36,Foggy,Lane 3,Active,18-25,Morning Peak,Repeat
V20250612001228,14,1006,1095,1136,529,2025-06-12,10:46:39,Mobile Usage,4900,High,No,City Road,43,Rainy,Lane 1,Active,46-55,Morning Peak,Repeat
V20250621001229,63,1007,1096,1137,538,2025-06-21,07:54:37,Triple Riding,800,Medium,No,National Highway,99,Clear,Lane 3,Dispatched,18-25,Early Morning,First Time
V20240410001230,82,27,1097,1138,101,2024-04-10,19:49:38,Overspeeding,800,High,No,National Highway,101,Clear,Lane 1,Under Review,18-25,Evening Peak,Repeat
V20250526001231,6,1008,1098,1139,512,2025-05-26,06:38:54,Mobile Usage,4900,Medium,No,State Highway,57,Foggy,Lane 2,Active,26-35,Early Morning,Habitual
V20250517001232,93,538,1099,1140,503,2025-05-17,10:55:26,Mobile Usage,3700,High,No,Expressway,110,Clear,Lane 2,Active,36-45,Morning Peak,First Time
V20240609001233,41,1009,1100,1141,161,2024-06-09,07:28:22,Mobile Usage,4800,Medium,No,National Highway,77,Cloudy,Lane 3,Dispatched,26-35,Early Morning,First Time
V20250306001234,31,1010,1101,1142,431,2025-03-06,19:05:08,No Seatbelt,600,Low,No,State Highway,74,Cloudy,Lane 2,Active,26-35,Evening Peak,Repeat
V20250811001235,8,51,1102,1143,589,2025-08-11,19:49:11,No License,5000,High,No,City Road,49,Rainy,Lane 1,Under Review,18-25,Evening Peak,First Time
V20240810001236,33,1011,1103,1144,223,2024-08-10,16:06:53,Triple Riding,800,Medium,No,National Highway,80,Stormy,Lane 2,Notified,36-45,Mid Day,First Time
V20250815001237,67,1012,1104,1145,593,2025-08-15,00:31:02,Overspeeding,1200,Medium,No,National Highway,113,Clear,Lane 1,Dispatched,46-55,Late Night,First Time
V20250412001238,8,1013,1105,175,468,2025-04-12,10:02:23,Wrong Parking,300,Low,No,City Road,29,Clear,Lane 3,Dispatched,36-45,Morning Peak,Repeat
V20250418001239,50,1014,1106,1146,474,2025-04-18,12:46:57,No Helmet,600,Medium,No,Local Street,34,Clear,Multiple Lanes,Under Review,26-35,Mid Day,Repeat
V20250821001240,38,619,1107,1147,599,2025-08-21,18:14:52,Wrong Parking,200,Low,No,Expressway,113,Clear,Lane 1,Active,36-45,Evening Peak,Repeat
V20250525001241,104,471,1108,1148,511,2025-05-25,16:48:15,Overspeeding,600,High,No,National Highway,130,Clear,Lane 2,Dispatched,36-45,Mid Day,First Time
V20250815001242,2,1015,1109,584,593,2025-08-15,09:00:47,Dangerous Driving,3500,High,No,City Road,28,Foggy,Lane 3,Notified,36-45,Morning Peak,First Time
V20250322001243,14,1016,1110,1149,447,2025-03-22,06:49:18,Signal Jumping,700,Medium,No,National Highway,69,Cloudy,Lane 1,Active,18-25,Early Morning,First Time
V20241207001244,99,201,1111,1150,342,2024-12-07,08:55:48,Wrong Parking,300,Low,No,Expressway,113,Cloudy,Lane 3,Dispatched,36-45,Morning Peak,First Time
V20251110001245,26,1017,1112,1151,680,2025-11-10,10:42:26,Overspeeding,1500,High,Yes,City Road,32,Clear,Multiple Lanes,Dispatched,36-45,Morning Peak,First Time
V20240421001246,75,1018,1113,1152,112,2024-04-21,09:45:49,No License,3300,High,No,National Highway,81,Rainy,Lane 1,Active,26-35,Morning Peak,Repeat
V20251026001247,86,1019,1114,783,665,2025-10-26,17:24:33,No Seatbelt,700,Low,Yes,Local Street,27,Clear,Lane 2,Active,36-45,Evening Peak,First Time
V20251129001248,81,1020,1115,814,699,2025-11-29,07:33:35,Signal Jumping,700,Medium,No,State Highway,70,Foggy,Multiple Lanes,Dispatched,36-45,Early Morning,First Time
V20240715001249,9,1021,1116,1153,197,2024-07-15,18:52:43,Mobile Usage,3100,Medium,No,City Road,36,Clear,Lane 2,Active,26-35,Evening Peak,Repeat
V20240710001250,86,1022,1117,1154,192,2024-07-10,15:17:21,Triple Riding,500,Medium,No,National Highway,92,Rainy,Lane 1,Dispatched,26-35,Mid Day,First Time
